,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,polarity,subjectivity
13,1466451843735769089,1466449348456329224,2021-12-02 08:58:59 PST,2021-12-02,8:58:59,-700,56510427,motherboard,Motherboard,,"When UCSB fourth-year student Tommy Young found out about the new Munger Hall (aka Dormzilla), “my first reaction was this must be satire. There’s no way this could be seriously proposed,"" he told Motherboard.  https://t.co/L2LOBuNxix",en,[],['http://trib.al/9auuEzW'],[],4,18,97,[],[],https://twitter.com/motherboard/status/1466451843735769089,0.038257575757575754,0.4636363636363636
14,1466181000074039300,1466181000074039300,2021-12-01 15:02:45 PST,2021-12-01,15:02:45,-700,13179562,slotribune,The Tribune,,"Charles Munger, whose design for a massive UCSB residence hall has been described as “jail-like,” also bankrolled student housing at the University of Michigan.  https://t.co/7O5aKLqldE",en,[],['https://trib.al/OUE12wV'],[],0,0,0,[],[],https://twitter.com/SLOTribune/status/1466181000074039300,0.0,1.0
15,1465729209578532871,1465729209578532871,2021-11-30 09:07:30 PST,2021-11-30,9:07:30,-700,2343910962,republicagt,República.,,"El proyecto Munger Hall está ya en marcha a pesar de que ha provocado burlas, dimisiones, críticas y campañas de rechazo.  https://t.co/TkrTlLyOBO",es,[],['https://www.republicainmobiliaria.com/editorial/edificio-sin-ventanas-ventilacion-munger-hall/?utm_medium=Social&utm_source=Twitter#Echobox=1638290752-1'],[],0,0,0,[],[],https://twitter.com/republicagt/status/1465729209578532871,0.0,0.0
16,1465517423033991169,1465517423033991169,2021-11-29 19:05:56 PST,2021-11-29,19:05:56,-700,2343910962,republicagt,República.,,El edificio sin ventanas ni ventilación del que todo el mundo habla: Munger Hall - República Inmobiliaria  https://t.co/doKMeN3BPv,es,[],['https://www.republicainmobiliaria.com/editorial/edificio-sin-ventanas-ventilacion-munger-hall/?utm_medium=Social&utm_source=Twitter#Echobox=1638231522-1'],[],1,0,1,[],[],https://twitter.com/republicagt/status/1465517423033991169,0.0,0.0
17,1465351848303472646,1465351848303472646,2021-11-29 08:08:00 PST,2021-11-29,8:08:00,-700,14209318,idealista,idealista,,"Munger Hall, el edificio sin ventanas ni ventilación del que todo el mundo habla  https://t.co/i6K5hBUpx7",es,[],['https://www.idealista.com/news/inmobiliario/internacional/2021/11/29/793545-munger-hall-el-edificio-sin-ventanas-ni-ventilacion-del-que-todo-el-mundo-habla'],[],0,0,1,[],[],https://twitter.com/idealista/status/1465351848303472646,0.0,0.0
18,1464640260516761605,1464640260516761605,2021-11-27 09:00:24 PST,2021-11-27,9:00:24,-700,51040617,architizer,Architizer,,"@UCSantaBarbara: Next time, hire an architect. #MungerHall #dormzilla  https://t.co/LwoAyAk9jc",en,[],['https://architizer.com/blog/inspiration/stories/worlds-most-hated-floor-plan-munger-hall/?taid=61a108ec78586b0001286f3a&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter'],[],0,3,2,"['mungerhall', 'dormzilla']",[],https://twitter.com/Architizer/status/1464640260516761605,0.0,0.0
19,1463876687767252992,1463876687767252992,2021-11-25 06:26:14 PST,2021-11-25,6:26:14,-700,151252784,sebakatz,Sebastián Katz,,"Munger Hall, el edificio más odiado del mundo que prevé pantallas en vez de ventanas.  https://t.co/sTWdXPuprJ  https://t.co/xRlJH5oNaG",es,[],['https://www.elmundo.es/cultura/2021/11/24/619d0e34fdddff72958b459e.html'],"['https://pbs.twimg.com/media/FFC8FVUXsAItBQy.jpg', 'https://pbs.twimg.com/media/FFC8FhkXMAYPlqS.jpg', 'https://pbs.twimg.com/media/FFC8FtLXsAYYEuw.jpg']",0,0,2,[],[],https://twitter.com/sebakatz/status/1463876687767252992,0.0,0.0
20,1463522167761649669,1463522167761649669,2021-11-24 06:57:30 PST,2021-11-24,6:57:30,-700,133257414,elmundocultura,El Mundo Cultura,,"Munger Hall, el edificio más odiado del mundo que prevé pantallas en vez de ventanas  https://t.co/s0jsRVCSTF",es,[],['https://www.elmundo.es/cultura/2021/11/24/619d0e34fdddff72958b459e.html'],[],0,0,0,[],[],https://twitter.com/elmundocultura/status/1463522167761649669,0.0,0.0
21,1462490747006074880,1462490747006074880,2021-11-21 10:39:00 PST,2021-11-21,10:39:00,-700,21656055,theweekuk,The Week UK,,"Munger Hall – dubbed “Dormzilla” by critics – will look and feel like “a self-storage warehouse”, said @HenryGrabar on Slate.  https://t.co/TeIqmb20xt",en,"[{'screen_name': 'henrygrabar', 'name': 'henry grabar', 'id': '634834812'}]",['https://www.theweek.co.uk/news/world-news/us/954850/dormzilla-munger-hall-university-of-california-santa-barbara'],[],0,1,1,[],[],https://twitter.com/TheWeekUK/status/1462490747006074880,0.0,0.0
22,1459325141138219011,1459325141138219011,2021-11-12 17:00:01 PST,2021-11-12,17:00:01,-700,35511525,amconmag,The American Conservative,,"""Architecture, ideally, should serve to meet human needs. Munger Hall reverses this: It is designed to create new human needs to be fulfilled.""  https://t.co/cpBOe5bhm8",en,[],['https://buff.ly/3D8UItv'],[],1,3,9,[],[],https://twitter.com/amconmag/status/1459325141138219011,0.2590909090909091,0.4136363636363637
